[1/5] Simulating event (seed=0)...
[2/5] Estimating mchirp_guess from the whitened-strain f^(-8/3) fit...
      mchirp_guess = 21.23844134253563
[3/5] Finding reference waveform (likelihood maximization)...
Searching incoherent solution for GW0
Set intrinsic parameters, lnL = 207.4750145548004
Set time, lnL(H) = 118.07731869931102
Set sky location, lnL = 194.35292957472166
Set phase and distance, lnL = 194.35292957472166
Set mchirp_range = (np.float64(19.789622701763705), np.float64(117.35646182836352))
      reference-waveform fit SNR estimate: 18.67 (expect ~24.8; ~3 would mean the minimize_scalar bug is present)
[4/5] Sampling the posterior (Nautilus, n_live=1000, n_eff=2000)...
Starting the nautilus sampler...
Please report issues at github.com/johannesulf/nautilus.
Status    | Bounds | Ellipses | Networks | Calls    | f_live | N_eff | log Z    
Computing | 12     | 1        | 4        | 14300    | 1.0000 | 15    | +156.85  
Sampling  | 12     | 1        | 4        | 14400    | 1.0000 | 15    | +156.80  
Computing | 12     | 1        | 4        | 14400    | 1.0000 | 15    | +156.80  
Sampling  | 12     | 1        | 4        | 14500    | 1.0000 | 16    | +156.80  
Computing | 12     | 1        | 4        | 14500    | 1.0000 | 16    | +156.80  
Sampling  | 12     | 1        | 4        | 14600    | 1.0000 | 18    | +156.81  
Computing | 12     | 1        | 4        | 14600    | 1.0000 | 18    | +156.81  
Bounding  | 12     | 1        | 4        | 14700    | 1.0000 | 18    | +156.78  
Sampling  | 13     | 1        | 4        | 14700    | 1.0000 | 97    | +130.87  
Computing | 13     | 1        | 4        | 14700    | 1.0000 | 97    | +130.87  
Sampling  | 13     | 1        | 4        | 14800    | 1.0000 | 19    | +156.65  
Computing | 13     | 1        | 4        | 14800    | 1.0000 | 19    | +156.65  
Sampling  | 13     | 1        | 4        | 14900    | 1.0000 | 19    | +156.69  
Computing | 13     | 1        | 4        | 14900    | 1.0000 | 19    | +156.69  
Sampling  | 13     | 1        | 4        | 15000    | 1.0000 | 21    | +156.68  
Computing | 13     | 1        | 4        | 15000    | 1.0000 | 21    | +156.68  
Sampling  | 13     | 1        | 4        | 15100    | 1.0000 | 21    | +156.62  
Computing | 13     | 1        | 4        | 15100    | 1.0000 | 21    | +156.62  
Sampling  | 13     | 1        | 4        | 15200    | 1.0000 | 21    | +156.56  
Computing | 13     | 1        | 4        | 15200    | 1.0000 | 21    | +156.56  
Sampling  | 13     | 1        | 4        | 15300    | 1.0000 | 22    | +156.51  
Computing | 13     | 1        | 4        | 15300    | 1.0000 | 22    | +156.51  
Sampling  | 13     | 1        | 4        | 15400    | 1.0000 | 25    | +156.52  
Computing | 13     | 1        | 4        | 15400    | 1.0000 | 25    | +156.52  
Sampling  | 13     | 1        | 4        | 15500    | 1.0000 | 28    | +156.55  
Computing | 13     | 1        | 4        | 15500    | 1.0000 | 28    | +156.55  
Sampling  | 13     | 1        | 4        | 15600    | 1.0000 | 28    | +156.58  
Computing | 13     | 1        | 4        | 15600    | 1.0000 | 28    | +156.58  
Sampling  | 13     | 1        | 4        | 15700    | 1.0000 | 29    | +156.55  
Computing | 13     | 1        | 4        | 15700    | 1.0000 | 29    | +156.55  
Bounding  | 13     | 1        | 4        | 15800    | 1.0000 | 30    | +156.53  
Sampling  | 14     | 1        | 4        | 15800    | 0.9999 | 159   | +141.06  
Computing | 14     | 1        | 4        | 15800    | 0.9999 | 159   | +141.06  
Sampling  | 14     | 1        | 4        | 15900    | 1.0000 | 32    | +156.44  
Computing | 14     | 1        | 4        | 15900    | 1.0000 | 32    | +156.44  
Sampling  | 14     | 1        | 4        | 16000    | 1.0000 | 33    | +156.37  
Computing | 14     | 1        | 4        | 16000    | 1.0000 | 33    | +156.37  
Sampling  | 14     | 1        | 4        | 16100    | 1.0000 | 36    | +156.34  
Computing | 14     | 1        | 4        | 16100    | 1.0000 | 36    | +156.34  
Sampling  | 14     | 1        | 4        | 16200    | 1.0000 | 40    | +156.36  
Computing | 14     | 1        | 4        | 16200    | 1.0000 | 40    | +156.36  
Sampling  | 14     | 1        | 4        | 16300    | 1.0000 | 46    | +156.40  
Computing | 14     | 1        | 4        | 16300    | 1.0000 | 46    | +156.40  
Sampling  | 14     | 1        | 4        | 16400    | 1.0000 | 49    | +156.36  
Computing | 14     | 1        | 4        | 16400    | 1.0000 | 49    | +156.36  
Sampling  | 14     | 1        | 4        | 16500    | 1.0000 | 54    | +156.38  
Computing | 14     | 1        | 4        | 16500    | 1.0000 | 54    | +156.38  
Sampling  | 14     | 1        | 4        | 16600    | 1.0000 | 59    | +156.39  
Computing | 14     | 1        | 4        | 16600    | 1.0000 | 59    | +156.39  
Sampling  | 14     | 1        | 4        | 16700    | 0.9999 | 63    | +156.42  
Computing | 14     | 1        | 4        | 16700    | 0.9999 | 63    | +156.42  
Sampling  | 14     | 1        | 4        | 16800    | 0.9999 | 66    | +156.40  
Computing | 14     | 1        | 4        | 16800    | 0.9999 | 66    | +156.40  
Bounding  | 14     | 1        | 4        | 16900    | 0.9999 | 69    | +156.38  
Sampling  | 15     | 1        | 4        | 16900    | 0.9986 | 46    | +148.08  
Computing | 15     | 1        | 4        | 16900    | 0.9986 | 46    | +148.08  
Sampling  | 15     | 1        | 4        | 17000    | 0.9998 | 79    | +156.35  
Computing | 15     | 1        | 4        | 17000    | 0.9998 | 79    | +156.35  
Sampling  | 15     | 1        | 4        | 17100    | 0.9997 | 89    | +156.39  
Computing | 15     | 1        | 4        | 17100    | 0.9997 | 89    | +156.39  
Sampling  | 15     | 1        | 4        | 17200    | 0.9995 | 94    | +156.34  
Computing | 15     | 1        | 4        | 17200    | 0.9995 | 94    | +156.34  
Sampling  | 15     | 1        | 4        | 17300    | 0.9992 | 101   | +156.31  
Computing | 15     | 1        | 4        | 17300    | 0.9992 | 101   | +156.31  
Sampling  | 15     | 1        | 4        | 17400    | 0.9990 | 97    | +156.38  
Computing | 15     | 1        | 4        | 17400    | 0.9990 | 97    | +156.38  
Sampling  | 15     | 1        | 4        | 17500    | 0.9985 | 107   | +156.39  
Computing | 15     | 1        | 4        | 17500    | 0.9985 | 107   | +156.39  
Sampling  | 15     | 1        | 4        | 17600    | 0.9980 | 115   | +156.39  
Computing | 15     | 1        | 4        | 17600    | 0.9980 | 115   | +156.39  
Sampling  | 15     | 1        | 4        | 17700    | 0.9973 | 124   | +156.37  
Computing | 15     | 1        | 4        | 17700    | 0.9973 | 124   | +156.37  
Sampling  | 15     | 1        | 4        | 17800    | 0.9965 | 129   | +156.36  
Computing | 15     | 1        | 4        | 17800    | 0.9965 | 129   | +156.36  
Sampling  | 15     | 1        | 4        | 17900    | 0.9955 | 135   | +156.33  
Computing | 15     | 1        | 4        | 17900    | 0.9955 | 135   | +156.33  
Bounding  | 15     | 1        | 4        | 18000    | 0.9943 | 146   | +156.34  
Sampling  | 16     | 1        | 4        | 18000    | 0.9791 | 469   | +151.07  
Computing | 16     | 1        | 4        | 18000    | 0.9791 | 469   | +151.07  
Sampling  | 16     | 1        | 4        | 18100    | 0.9918 | 159   | +156.32  
Computing | 16     | 1        | 4        | 18100    | 0.9918 | 159   | +156.32  
Sampling  | 16     | 1        | 4        | 18200    | 0.9887 | 171   | +156.28  
Computing | 16     | 1        | 4        | 18200    | 0.9887 | 171   | +156.28  
Sampling  | 16     | 1        | 4        | 18300    | 0.9857 | 184   | +156.30  
Computing | 16     | 1        | 4        | 18300    | 0.9857 | 184   | +156.30  
Sampling  | 16     | 1        | 4        | 18400    | 0.9820 | 198   | +156.30  
Computing | 16     | 1        | 4        | 18400    | 0.9820 | 198   | +156.30  
Sampling  | 16     | 1        | 4        | 18500    | 0.9780 | 210   | +156.28  
Computing | 16     | 1        | 4        | 18500    | 0.9780 | 210   | +156.28  
Sampling  | 16     | 1        | 4        | 18600    | 0.9736 | 225   | +156.27  
Computing | 16     | 1        | 4        | 18600    | 0.9736 | 225   | +156.27  
Sampling  | 16     | 1        | 4        | 18700    | 0.9690 | 241   | +156.25  
Computing | 16     | 1        | 4        | 18700    | 0.9690 | 241   | +156.25  
Sampling  | 16     | 1        | 4        | 18800    | 0.9645 | 261   | +156.25  
Computing | 16     | 1        | 4        | 18800    | 0.9645 | 261   | +156.25  
Sampling  | 16     | 1        | 4        | 18900    | 0.9600 | 283   | +156.26  
Computing | 16     | 1        | 4        | 18900    | 0.9600 | 283   | +156.26  
Sampling  | 16     | 1        | 4        | 19000    | 0.9554 | 298   | +156.27  
Computing | 16     | 1        | 4        | 19000    | 0.9554 | 298   | +156.27  
Bounding  | 16     | 1        | 4        | 19100    | 0.9499 | 313   | +156.26  
Sampling  | 17     | 1        | 4        | 19100    | 0.8660 | 940   | +153.20  
Computing | 17     | 1        | 4        | 19100    | 0.8660 | 940   | +153.20  
Sampling  | 17     | 1        | 4        | 19200    | 0.9441 | 333   | +156.36  
Computing | 17     | 1        | 4        | 19200    | 0.9441 | 333   | +156.36  
Sampling  | 17     | 1        | 4        | 19300    | 0.9345 | 356   | +156.36  
Computing | 17     | 1        | 4        | 19300    | 0.9345 | 356   | +156.36  
Sampling  | 17     | 1        | 4        | 19400    | 0.9240 | 385   | +156.36  
Computing | 17     | 1        | 4        | 19400    | 0.9240 | 385   | +156.36  
Sampling  | 17     | 1        | 4        | 19500    | 0.9145 | 409   | +156.37  
Computing | 17     | 1        | 4        | 19500    | 0.9145 | 409   | +156.37  
Sampling  | 17     | 1        | 4        | 19600    | 0.9047 | 425   | +156.38  
Computing | 17     | 1        | 4        | 19600    | 0.9047 | 425   | +156.38  
Sampling  | 17     | 1        | 4        | 19700    | 0.8940 | 459   | +156.37  
Computing | 17     | 1        | 4        | 19700    | 0.8940 | 459   | +156.37  
Sampling  | 17     | 1        | 4        | 19800    | 0.8837 | 488   | +156.36  
Computing | 17     | 1        | 4        | 19800    | 0.8837 | 488   | +156.36  
Sampling  | 17     | 1        | 4        | 19900    | 0.8725 | 517   | +156.35  
Computing | 17     | 1        | 4        | 19900    | 0.8725 | 517   | +156.35  
Sampling  | 17     | 1        | 4        | 20000    | 0.8635 | 548   | +156.36  
Computing | 17     | 1        | 4        | 20000    | 0.8635 | 548   | +156.36  
Sampling  | 17     | 1        | 4        | 20100    | 0.8522 | 579   | +156.35  
Computing | 17     | 1        | 4        | 20100    | 0.8522 | 579   | +156.35  
Bounding  | 17     | 1        | 4        | 20200    | 0.8412 | 613   | +156.34  
Sampling  | 18     | 1        | 4        | 20200    | 0.6940 | 1553  | +154.43  
Computing | 18     | 1        | 4        | 20200    | 0.6940 | 1553  | +154.43  
Sampling  | 18     | 1        | 4        | 20300    | 0.8124 | 691   | +156.28  
Computing | 18     | 1        | 4        | 20300    | 0.8124 | 691   | +156.28  
Sampling  | 18     | 1        | 4        | 20400    | 0.7946 | 743   | +156.28  
Computing | 18     | 1        | 4        | 20400    | 0.7946 | 743   | +156.28  
Sampling  | 18     | 1        | 4        | 20500    | 0.7776 | 793   | +156.28  
Computing | 18     | 1        | 4        | 20500    | 0.7776 | 793   | +156.28  
Sampling  | 18     | 1        | 4        | 20600    | 0.7641 | 832   | +156.29  
Computing | 18     | 1        | 4        | 20600    | 0.7641 | 832   | +156.29  
Sampling  | 18     | 1        | 4        | 20700    | 0.7498 | 879   | +156.29  
Computing | 18     | 1        | 4        | 20700    | 0.7498 | 879   | +156.29  
Sampling  | 18     | 1        | 4        | 20800    | 0.7349 | 939   | +156.29  
Computing | 18     | 1        | 4        | 20800    | 0.7349 | 939   | +156.29  
Sampling  | 18     | 1        | 4        | 20900    | 0.7259 | 990   | +156.31  
Computing | 18     | 1        | 4        | 20900    | 0.7259 | 990   | +156.31  
Sampling  | 18     | 1        | 4        | 21000    | 0.7150 | 1034  | +156.32  
Computing | 18     | 1        | 4        | 21000    | 0.7150 | 1034  | +156.32  
Sampling  | 18     | 1        | 4        | 21100    | 0.7028 | 1089  | +156.32  
Computing | 18     | 1        | 4        | 21100    | 0.7028 | 1089  | +156.32  
Sampling  | 18     | 1        | 4        | 21200    | 0.6927 | 1136  | +156.33  
Computing | 18     | 1        | 4        | 21200    | 0.6927 | 1136  | +156.33  
Bounding  | 18     | 1        | 4        | 21300    | 0.6830 | 1173  | +156.33  
Sampling  | 19     | 1        | 4        | 21300    | 0.4880 | 2442  | +155.14  
Computing | 19     | 1        | 4        | 21300    | 0.4880 | 2442  | +155.14  
Sampling  | 19     | 1        | 4        | 21400    | 0.6778 | 1233  | +156.38  
Computing | 19     | 1        | 4        | 21400    | 0.6778 | 1233  | +156.38  
Sampling  | 19     | 1        | 4        | 21500    | 0.6601 | 1326  | +156.38  
Computing | 19     | 1        | 4        | 21500    | 0.6601 | 1326  | +156.38  
Sampling  | 19     | 1        | 4        | 21600    | 0.6417 | 1418  | +156.38  
Computing | 19     | 1        | 4        | 21600    | 0.6417 | 1418  | +156.38  
Sampling  | 19     | 1        | 4        | 21700    | 0.6216 | 1532  | +156.37  
Computing | 19     | 1        | 4        | 21700    | 0.6216 | 1532  | +156.37  
Sampling  | 19     | 1        | 4        | 21800    | 0.6065 | 1635  | +156.37  
Computing | 19     | 1        | 4        | 21800    | 0.6065 | 1635  | +156.37  
Sampling  | 19     | 1        | 4        | 21900    | 0.5916 | 1734  | +156.37  
Computing | 19     | 1        | 4        | 21900    | 0.5916 | 1734  | +156.37  
Sampling  | 19     | 1        | 4        | 22000    | 0.5781 | 1840  | +156.37  
Computing | 19     | 1        | 4        | 22000    | 0.5781 | 1840  | +156.37  
Sampling  | 19     | 1        | 4        | 22100    | 0.5659 | 1931  | +156.37  
Computing | 19     | 1        | 4        | 22100    | 0.5659 | 1931  | +156.37  
Sampling  | 19     | 1        | 4        | 22200    | 0.5513 | 2041  | +156.37  
Computing | 19     | 1        | 4        | 22200    | 0.5513 | 2041  | +156.37  
Sampling  | 19     | 1        | 4        | 22300    | 0.5398 | 2137  | +156.36  
Computing | 19     | 1        | 4        | 22300    | 0.5398 | 2137  | +156.36  
Sampling  | 19     | 1        | 4        | 22400    | 0.5285 | 2228  | +156.36  
Computing | 19     | 1        | 4        | 22400    | 0.5285 | 2228  | +156.36  
Bounding  | 19     | 1        | 4        | 22500    | 0.5180 | 2326  | +156.36  
Sampling  | 20     | 1        | 4        | 22500    | 0.3357 | 3550  | +155.62  
Computing | 20     | 1        | 4        | 22500    | 0.3357 | 3550  | +155.62  
Sampling  | 20     | 1        | 4        | 22600    | 0.4870 | 2598  | +156.34  
Computing | 20     | 1        | 4        | 22600    | 0.4870 | 2598  | +156.34  
Sampling  | 20     | 1        | 4        | 22700    | 0.4684 | 2781  | +156.34  
Computing | 20     | 1        | 4        | 22700    | 0.4684 | 2781  | +156.34  
Sampling  | 20     | 1        | 4        | 22800    | 0.4496 | 2966  | +156.33  
Computing | 20     | 1        | 4        | 22800    | 0.4496 | 2966  | +156.33  
Sampling  | 20     | 1        | 4        | 22900    | 0.4328 | 3147  | +156.33  
Computing | 20     | 1        | 4        | 22900    | 0.4328 | 3147  | +156.33  
Sampling  | 20     | 1        | 4        | 23000    | 0.4194 | 3310  | +156.33  
Computing | 20     | 1        | 4        | 23000    | 0.4194 | 3310  | +156.33  
Sampling  | 20     | 1        | 4        | 23100    | 0.4071 | 3470  | +156.34  
Computing | 20     | 1        | 4        | 23100    | 0.4071 | 3470  | +156.34  
Sampling  | 20     | 1        | 4        | 23200    | 0.3942 | 3638  | +156.34  
Computing | 20     | 1        | 4        | 23200    | 0.3942 | 3638  | +156.34  
Sampling  | 20     | 1        | 4        | 23300    | 0.3790 | 3835  | +156.33  
Computing | 20     | 1        | 4        | 23300    | 0.3790 | 3835  | +156.33  
Sampling  | 20     | 1        | 4        | 23400    | 0.3675 | 3998  | +156.32  
Computing | 20     | 1        | 4        | 23400    | 0.3675 | 3998  | +156.32  
Sampling  | 20     | 1        | 4        | 23500    | 0.3568 | 4151  | +156.32  
Computing | 20     | 1        | 4        | 23500    | 0.3568 | 4151  | +156.32  
Bounding  | 20     | 1        | 4        | 23600    | 0.3470 | 4297  | +156.32  
Sampling  | 21     | 1        | 4        | 23600    | 0.2294 | 4617  | +155.90  
Computing | 21     | 1        | 4        | 23600    | 0.2294 | 4617  | +155.90  
Sampling  | 21     | 1        | 4        | 23700    | 0.3513 | 4324  | +156.36  
Computing | 21     | 1        | 4        | 23700    | 0.3513 | 4324  | +156.36  
Sampling  | 21     | 1        | 4        | 23800    | 0.3337 | 4567  | +156.36  
Computing | 21     | 1        | 4        | 23800    | 0.3337 | 4567  | +156.36  
Sampling  | 21     | 1        | 4        | 23900    | 0.3170 | 4808  | +156.36  
Computing | 21     | 1        | 4        | 23900    | 0.3170 | 4808  | +156.36  
Sampling  | 21     | 1        | 4        | 24000    | 0.3024 | 5024  | +156.36  
Computing | 21     | 1        | 4        | 24000    | 0.3024 | 5024  | +156.36  
Sampling  | 21     | 1        | 4        | 24100    | 0.2900 | 5220  | +156.36  
Computing | 21     | 1        | 4        | 24100    | 0.2900 | 5220  | +156.36  
Sampling  | 21     | 1        | 4        | 24200    | 0.2763 | 5427  | +156.35  
Computing | 21     | 1        | 4        | 24200    | 0.2763 | 5427  | +156.35  
Sampling  | 21     | 1        | 4        | 24300    | 0.2657 | 5603  | +156.35  
Computing | 21     | 1        | 4        | 24300    | 0.2657 | 5603  | +156.35  
Sampling  | 21     | 1        | 4        | 24400    | 0.2543 | 5781  | +156.35  
Computing | 21     | 1        | 4        | 24400    | 0.2543 | 5781  | +156.35  
Sampling  | 21     | 1        | 4        | 24500    | 0.2459 | 5924  | +156.35  
Computing | 21     | 1        | 4        | 24500    | 0.2459 | 5924  | +156.35  
Sampling  | 21     | 1        | 4        | 24600    | 0.2379 | 6069  | +156.35  
Computing | 21     | 1        | 4        | 24600    | 0.2379 | 6069  | +156.35  
Bounding  | 21     | 1        | 4        | 24700    | 0.2296 | 6208  | +156.35  
Sampling  | 22     | 1        | 4        | 24700    | 0.1642 | 5676  | +156.08  
Computing | 22     | 1        | 4        | 24700    | 0.1642 | 5676  | +156.08  
Sampling  | 22     | 1        | 4        | 24800    | 0.2031 | 6506  | +156.33  
Computing | 22     | 1        | 4        | 24800    | 0.2031 | 6506  | +156.33  
Sampling  | 22     | 1        | 4        | 24900    | 0.1899 | 6676  | +156.33  
Computing | 22     | 1        | 4        | 24900    | 0.1899 | 6676  | +156.33  
Sampling  | 22     | 1        | 4        | 25000    | 0.1793 | 6820  | +156.33  
Computing | 22     | 1        | 4        | 25000    | 0.1793 | 6820  | +156.33  
Sampling  | 22     | 1        | 4        | 25100    | 0.1692 | 6950  | +156.33  
Computing | 22     | 1        | 4        | 25100    | 0.1692 | 6950  | +156.33  
Sampling  | 22     | 1        | 4        | 25200    | 0.1604 | 7065  | +156.32  
Computing | 22     | 1        | 4        | 25200    | 0.1604 | 7065  | +156.32  
Sampling  | 22     | 1        | 4        | 25300    | 0.1533 | 7167  | +156.32  
Computing | 22     | 1        | 4        | 25300    | 0.1533 | 7167  | +156.32  
Sampling  | 22     | 1        | 4        | 25400    | 0.1468 | 7261  | +156.33  
Computing | 22     | 1        | 4        | 25400    | 0.1468 | 7261  | +156.33  
Sampling  | 22     | 1        | 4        | 25500    | 0.1418 | 7350  | +156.33  
Computing | 22     | 1        | 4        | 25500    | 0.1418 | 7350  | +156.33  
Sampling  | 22     | 1        | 4        | 25600    | 0.1363 | 7431  | +156.33  
Computing | 22     | 1        | 4        | 25600    | 0.1363 | 7431  | +156.33  
Sampling  | 22     | 1        | 4        | 25700    | 0.1316 | 7504  | +156.33  
Computing | 22     | 1        | 4        | 25700    | 0.1316 | 7504  | +156.33  
Bounding  | 22     | 1        | 4        | 25800    | 0.1273 | 7574  | +156.33  
Sampling  | 23     | 1        | 4        | 25800    | 0.1011 | 6591  | +156.19  
Computing | 23     | 1        | 4        | 25800    | 0.1011 | 6591  | +156.19  
Sampling  | 23     | 1        | 4        | 25900    | 0.1249 | 7668  | +156.34  
Computing | 23     | 1        | 4        | 25900    | 0.1249 | 7668  | +156.34  
Sampling  | 23     | 1        | 4        | 26000    | 0.1155 | 7748  | +156.33  
Computing | 23     | 1        | 4        | 26000    | 0.1155 | 7748  | +156.33  
Sampling  | 23     | 1        | 4        | 26100    | 0.1085 | 7818  | +156.33  
Computing | 23     | 1        | 4        | 26100    | 0.1085 | 7818  | +156.33  
Sampling  | 23     | 1        | 4        | 26200    | 0.1015 | 7874  | +156.33  
Computing | 23     | 1        | 4        | 26200    | 0.1015 | 7874  | +156.33  
Sampling  | 23     | 1        | 4        | 26300    | 0.0961 | 7927  | +156.33  
Computing | 23     | 1        | 4        | 26300    | 0.0961 | 7927  | +156.33  
Sampling  | 23     | 1        | 4        | 26400    | 0.0913 | 7973  | +156.33  
Computing | 23     | 1        | 4        | 26400    | 0.0913 | 7973  | +156.33  
Sampling  | 23     | 1        | 4        | 26500    | 0.0863 | 8010  | +156.33  
Computing | 23     | 1        | 4        | 26500    | 0.0863 | 8010  | +156.33  
Sampling  | 23     | 1        | 4        | 26600    | 0.0825 | 8048  | +156.33  
Computing | 23     | 1        | 4        | 26600    | 0.0825 | 8048  | +156.33  
Sampling  | 23     | 1        | 4        | 26700    | 0.0786 | 8077  | +156.33  
Computing | 23     | 1        | 4        | 26700    | 0.0786 | 8077  | +156.33  
Sampling  | 23     | 1        | 4        | 26800    | 0.0754 | 8107  | +156.33  
Computing | 23     | 1        | 4        | 26800    | 0.0754 | 8107  | +156.33  
Sampling  | 23     | 1        | 4        | 26900    | 0.0720 | 8128  | +156.33  
Computing | 23     | 1        | 4        | 26900    | 0.0720 | 8128  | +156.33  
Bounding  | 23     | 1        | 4        | 27000    | 0.0693 | 8153  | +156.33  
Sampling  | 24     | 1        | 4        | 27000    | 0.0600 | 7319  | +156.26  
Computing | 24     | 1        | 4        | 27000    | 0.0600 | 7319  | +156.26  
Sampling  | 24     | 1        | 4        | 27100    | 0.0630 | 8165  | +156.33  
Computing | 24     | 1        | 4        | 27100    | 0.0630 | 8165  | +156.33  
Sampling  | 24     | 1        | 4        | 27200    | 0.0591 | 8191  | +156.33  
Computing | 24     | 1        | 4        | 27200    | 0.0591 | 8191  | +156.33  
Sampling  | 24     | 1        | 4        | 27300    | 0.0554 | 8210  | +156.33  
Computing | 24     | 1        | 4        | 27300    | 0.0554 | 8210  | +156.33  
Sampling  | 24     | 1        | 4        | 27400    | 0.0526 | 8235  | +156.33  
Computing | 24     | 1        | 4        | 27400    | 0.0526 | 8235  | +156.33  
Sampling  | 24     | 1        | 4        | 27500    | 0.0496 | 8250  | +156.33  
Computing | 24     | 1        | 4        | 27500    | 0.0496 | 8250  | +156.33  
Sampling  | 24     | 1        | 4        | 27600    | 0.0475 | 8270  | +156.33  
Computing | 24     | 1        | 4        | 27600    | 0.0475 | 8270  | +156.33  
Sampling  | 24     | 1        | 4        | 27700    | 0.0451 | 8284  | +156.33  
Computing | 24     | 1        | 4        | 27700    | 0.0451 | 8284  | +156.33  
Sampling  | 24     | 1        | 4        | 27800    | 0.0431 | 8298  | +156.33  
Computing | 24     | 1        | 4        | 27800    | 0.0431 | 8298  | +156.33  
Sampling  | 24     | 1        | 4        | 27900    | 0.0412 | 8309  | +156.33  
Computing | 24     | 1        | 4        | 27900    | 0.0412 | 8309  | +156.33  
Sampling  | 24     | 1        | 4        | 28000    | 0.0394 | 8317  | +156.33  
Computing | 24     | 1        | 4        | 28000    | 0.0394 | 8317  | +156.33  
Sampling  | 24     | 1        | 4        | 28100    | 0.0379 | 8325  | +156.33  
Computing | 24     | 1        | 4        | 28100    | 0.0379 | 8325  | +156.33  
Sampling  | 24     | 1        | 4        | 28200    | 0.0364 | 8333  | +156.33  
Computing | 24     | 1        | 4        | 28200    | 0.0364 | 8333  | +156.33  
Bounding  | 24     | 1        | 4        | 28300    | 0.0345 | 8327  | +156.33  
Sampling  | 25     | 1        | 4        | 28300    | 0.0329 | 7807  | +156.29  
Computing | 25     | 1        | 4        | 28300    | 0.0329 | 7807  | +156.29  
Sampling  | 25     | 1        | 4        | 28400    | 0.0320 | 8331  | +156.33  
Computing | 25     | 1        | 4        | 28400    | 0.0320 | 8331  | +156.33  
Sampling  | 25     | 1        | 4        | 28500    | 0.0297 | 8333  | +156.33  
Computing | 25     | 1        | 4        | 28500    | 0.0297 | 8333  | +156.33  
Sampling  | 25     | 1        | 4        | 28600    | 0.0283 | 8345  | +156.33  
Computing | 25     | 1        | 4        | 28600    | 0.0283 | 8345  | +156.33  
Sampling  | 25     | 1        | 4        | 28700    | 0.0267 | 8349  | +156.33  
Computing | 25     | 1        | 4        | 28700    | 0.0267 | 8349  | +156.33  
Sampling  | 25     | 1        | 4        | 28800    | 0.0251 | 8352  | +156.33  
Computing | 25     | 1        | 4        | 28800    | 0.0251 | 8352  | +156.33  
Sampling  | 25     | 1        | 4        | 28900    | 0.0239 | 8358  | +156.33  
Computing | 25     | 1        | 4        | 28900    | 0.0239 | 8358  | +156.33  
Sampling  | 25     | 1        | 4        | 29000    | 0.0226 | 8358  | +156.33  
Computing | 25     | 1        | 4        | 29000    | 0.0226 | 8358  | +156.33  
Sampling  | 25     | 1        | 4        | 29100    | 0.0214 | 8358  | +156.33  
Computing | 25     | 1        | 4        | 29100    | 0.0214 | 8358  | +156.33  
Sampling  | 25     | 1        | 4        | 29200    | 0.0205 | 8364  | +156.33  
Computing | 25     | 1        | 4        | 29200    | 0.0205 | 8364  | +156.33  
Sampling  | 25     | 1        | 4        | 29300    | 0.0196 | 8365  | +156.33  
Computing | 25     | 1        | 4        | 29300    | 0.0196 | 8365  | +156.33  
Sampling  | 25     | 1        | 4        | 29400    | 0.0187 | 8366  | +156.33  
Computing | 25     | 1        | 4        | 29400    | 0.0187 | 8366  | +156.33  
Sampling  | 25     | 1        | 4        | 29500    | 0.0179 | 8367  | +156.33  
Computing | 25     | 1        | 4        | 29500    | 0.0179 | 8367  | +156.33  
Bounding  | 25     | 1        | 4        | 29600    | 0.0172 | 8367  | +156.33  
Sampling  | 26     | 1        | 4        | 29600    | 0.0185 | 8073  | +156.31  
Computing | 26     | 1        | 4        | 29600    | 0.0185 | 8073  | +156.31  
Sampling  | 26     | 1        | 4        | 29700    | 0.0160 | 8365  | +156.33  
Computing | 26     | 1        | 4        | 29700    | 0.0160 | 8365  | +156.33  
Sampling  | 26     | 1        | 4        | 29800    | 0.0150 | 8367  | +156.33  
Computing | 26     | 1        | 4        | 29800    | 0.0150 | 8367  | +156.33  
Sampling  | 26     | 1        | 4        | 29900    | 0.0142 | 8368  | +156.33  
Computing | 26     | 1        | 4        | 29900    | 0.0142 | 8368  | +156.33  
Sampling  | 26     | 1        | 4        | 30000    | 0.0135 | 8369  | +156.33  
Computing | 26     | 1        | 4        | 30000    | 0.0135 | 8369  | +156.33  
Sampling  | 26     | 1        | 4        | 30100    | 0.0128 | 8372  | +156.33  
Computing | 26     | 1        | 4        | 30100    | 0.0128 | 8372  | +156.33  
Sampling  | 26     | 1        | 4        | 30200    | 0.0122 | 8373  | +156.33  
Computing | 26     | 1        | 4        | 30200    | 0.0122 | 8373  | +156.33  
Sampling  | 26     | 1        | 4        | 30300    | 0.0116 | 8374  | +156.33  
Computing | 26     | 1        | 4        | 30300    | 0.0116 | 8374  | +156.33  
Sampling  | 26     | 1        | 4        | 30400    | 0.0111 | 8374  | +156.33  
Computing | 26     | 1        | 4        | 30400    | 0.0111 | 8374  | +156.33  
Sampling  | 26     | 1        | 4        | 30500    | 0.0105 | 8374  | +156.33  
Computing | 26     | 1        | 4        | 30500    | 0.0105 | 8374  | +156.33  
Sampling  | 26     | 1        | 4        | 30600    | 0.0101 | 8374  | +156.33  
Computing | 26     | 1        | 4        | 30600    | 0.0101 | 8374  | +156.33  
Finished  | 26     | 1        | 4        | 30700    | N/A    | 8374  | +156.33  
      sampling wall clock: 615.8 s (rundir=pe_runs/IntrinsicAlignedSpinIASPrior/GW0/run_0)
